"Tow Date","Make","Style","Model","Color","Plate","State","Towed to Address","Tow Facility Phone","Inventory Number"
"12/24/2025","HYUN","4D",,"GRY","DU76321","IL","10300 S. Doty","(773) 568-8495","2998989"
"12/24/2025","HYUN","4D",,"BLU","ED39530","IL","701 N. Sacramento","(773) 265-7605","7143937"
"12/24/2025","HYUN","LL",,"BLU","LCX3478","NY","701 N. Sacramento","(773) 265-7605","7143942"
"12/24/2025","HYUN","LL",,"GRY","BY55547","IL","701 N. Sacramento","(773) 265-7605","7143935"
"12/24/2025","INFI","LL",,"WHI",,,"10300 S. Doty","(773) 568-8495","2999005"
"12/24/2025","JEEP","4D",,"WHI","AD35961","IL","400 E. Lower Wacker","(312) 744-7550","0359592"
"12/24/2025","JEEP","LL",,"GRY","EN89776","IL","701 N. Sacramento","(773) 265-7605","7143958"
"12/24/2025","JEEP","LL",,"WHI","DV21553","IL","701 N. Sacramento","(773) 265-7605","7143961"
"12/24/2025","JEEP","LL",,"GRY","EJ73471","IL","10300 S. Doty","(773) 568-8495","2999034"
"12/24/2025","KIA","4D",,"GRY","AE63880","IL","701 N. Sacramento","(773) 265-7605","7143957"
"12/24/2025","KIA","4D",,"BLK","EZ82596","IL","10300 S. Doty","(773) 568-8495","2999029"
"12/24/2025","LEXS","4D",,"BLK","8224SS","IL","10300 S. Doty","(773) 568-8495","2999021"
"12/24/2025","LEXS","LL",,"BLK","AU47902","IL","10300 S. Doty","(773) 568-8495","2999032"
"12/24/2025","LINC","LL",,"GRY","FD29856","IL","10300 S. Doty","(773) 568-8495","2999013"
"12/24/2025","MAZD","4D",,"GRY","EP76427","IL","701 N. Sacramento","(773) 265-7605","7143938"
"12/24/2025","MAZD","HB",,"BLU","704ZZM","WI","10300 S. Doty","(773) 568-8495","299045"
"12/24/2025","MAZD","LL",,"BLU","FD54342","IL","701 N. Sacramento","(773) 265-7605","7143924"
"12/24/2025","MAZD","LL",,"GRY","ZX78616","IL","701 N. Sacramento","(773) 265-7605","7143952"
"12/24/2025","MAZD","LL",,"WHI","DF92101","IL","701 N. Sacramento","(773) 265-7605","7143934"
"12/24/2025","NISS","4D",,"WHI","DP79277","IL","10300 S. Doty","(773) 568-8495","2998999"
"12/24/2025","NISS","4D",,"WHI","G41490","IL","10300 S. Doty","(773) 568-8495","1729160"
"12/24/2025","NISS","4D",,"GRY","EX94163","IL","10300 S. Doty","(773) 568-8495","2998995"
"12/24/2025","NISS","4D",,"BLK","CK26880","IL","701 N. Sacramento","(773) 265-7605","7143973"
"12/24/2025","NISS","4D",,"WHI","FA59636","IL","701 N. Sacramento","(773) 265-7605","7143918"
"12/24/2025","NISS","4D",,"BLK","FE78100","IL","10300 S. Doty","(773) 568-8495","2999006"
"12/24/2025","NISS","4D",,"BLU","CF58660","IL","10300 S. Doty","(773) 568-8495","2999040"
"12/24/2025","NISS","4D",,"BLU","FF32011","IL","400 E. Lower Wacker","(312) 744-7550","0359572"
"12/24/2025","NISS","4D",,"GRY","DGE176","IN","701 N. Sacramento","(773) 265-7605","7143941"
"12/24/2025","NISS","4D",,"BLK","EM87489","IL","701 N. Sacramento","(773) 265-7605","7143943"
"12/24/2025","NISS","4D",,"CRM","Q399093","IL","701 N. Sacramento","(773) 265-7605","7143940"
"12/24/2025","PONT","4D",,"GRY",,,"701 N. Sacramento","(773) 265-7605","7143906"
"12/24/2025","SUBA","4D",,"BLK","EX52697","IL","701 N. Sacramento","(773) 265-7605","7143916"
"12/24/2025","SUBA","4D",,,"DJ63236","IL","701 N. Sacramento","(773) 265-7605","7143945"
"12/24/2025","TESL","4D",,"BLK","FP178669","IL","10300 S. Doty","(773) 568-8495","2999036"
"12/24/2025","TESL","4D",,"RED","87886EL","IL","400 E. Lower Wacker","(312) 744-7550","0359556"
"12/24/2025","TOYT","4D",,"WHI","DY84534","IL","10300 S. Doty","(773) 568-8495","2998996"
"12/24/2025","TOYT","4D",,"SIL","DE53064","IL","10300 S. Doty","(773) 568-8495","2999002"
"12/24/2025","TOYT","4D",,"GRN","1234VC","VA","400 E. Lower Wacker","(312) 744-7550","03559591"
"12/24/2025","TOYT","4D",,"WHI","FM14247","IL","701 N. Sacramento","(773) 265-7605","7143960"
"12/24/2025","TOYT","4D",,"RED","EH87754","IL","701 N. Sacramento","(773) 265-7605","7143964"
"12/24/2025","TOYT","4D",,"GLD","FE41559","IL","10300 S. Doty","(773) 568-8495","2999057"
"12/24/2025","TOYT","LL",,"TAN","ET64642","IL","10300 S. Doty","(773) 568-8495","2998985"
"12/24/2025","TOYT","SW",,"GRY","EV25113","IL","701 N. Sacramento","(773) 265-7605","7143923"
"12/24/2025","TOYT","VN",,"GRY","046015A","WV","10300 S. Doty","(773) 568-8495","2999030"
"12/24/2025","VOLK","4D",,"BLK","BT76459","IL","701 N. Sacramento","(773) 265-7605","7143953"
"12/24/2025","VOLK","LL",,"GRY","FL54433","IL","400 E. Lower Wacker","(312) 744-7550","7143933"
"12/24/2025","VOLV","4D",,"ONG","FW34581","IL","701 N. Sacramento","(773) 265-7605","7143951"
"12/23/2025","ACUR","4D",,"GRY","EE13931","IL","10300 S. Doty","(773) 568-8495","2998967"
"12/23/2025","BMW","4D",,"BLU","FM46105","IL","701 N. Sacramento","(773) 265-7605","7143850"
"12/23/2025","BMW","4D",,"BLK","FD68050","IL","10300 S. Doty","(773) 568-8495","2998944"
"12/23/2025","BMW","LL",,"WHI","MWJ7392","PA","10300 S. Doty","(773) 568-8495","2998952"
"12/23/2025","CADI","4D",,"BLK",,,"10300 S. Doty","(773) 568-8495","2998992"
"12/23/2025","CHEV","4D",,"BLU","EL13117","IL","701 N. Sacramento","(773) 265-7605","7143903"
"12/23/2025","CHEV","4D",,"BLK","FP212587","IL","400 E. Lower Wacker","(312) 744-7550","0359530"
"12/23/2025","CHEV","4D",,"GRY","DR58582","IL","10300 S. Doty","(773) 785-9752","1729151"
"12/23/2025","CHEV","4D",,"WHI","NONE","IL","701 N. Sacramento","(773) 265-7605","7143856"
"12/23/2025","CHEV","LL",,"BLU","FM76558","IL","701 N. Sacramento","(773) 265-7605","7143885"
"12/23/2025","CHEV","LL",,,"013760A0","IL","10300 S. Doty","(773) 568-8495","2998936"
"12/23/2025","CHEV","LL","TAH","RED","FT31516","IL","701 N. Sacramento","(773) 265-7605","7143902"
"12/23/2025","CHEV","LL",,"BLK","KPU4210","OH","10300 S. Doty","(773) 568-8495","2998960"
"12/23/2025","CHEV","PK",,"BLK","4023943B","IL","10300 S. Doty","(773) 568-8495","517207"
"12/23/2025","CHEV","PK",,"BLK","NONE","IL","10300 S. Doty","(773) 568-8495","2998969"
"12/23/2025","CHEV","VN",,"BLU","FE45957","IL","701 N. Sacramento","(773) 265-7605","7143884"
"12/23/2025","CHRY","2D",,"BLU","AU81911","IL","701 N. Sacramento","(773) 265-1846","1550516"
"12/23/2025","CHRY","VN",,"GRY","FR95322","IL","701 N. Sacramento","(773) 265-1846","1550514"
"12/23/2025","DODG","LL",,"BLU","FQ84845","IL","701 N. Sacramento","(773) 265-7605","7143888"
"12/23/2025","DODG","LL",,"RED","FB34612","IL","701 N. Sacramento","(773) 265-7605","7143852"
"12/23/2025","FORD","4D",,"BLK","EU65930","IL","10300 S. Doty","(773) 568-8495","2998945"
"12/23/2025","FORD","4D",,"BGE",,,"701 N. Sacramento","(773) 265-7605","7143905"
"12/23/2025","FORD","4D",,"BLK","FP331931","IL","400 E. Lower Wacker","(312) 744-7550","0359517"
"12/23/2025","FORD","4D",,"WHI","FE16027","IL","400 E. Lower Wacker","(312) 744-7550","0359506"
"12/23/2025","FORD","4D",,"GRY","FW32266","IL","701 N. Sacramento","(773) 265-7605","7143896"
"12/23/2025","FORD","LL",,"WHI","FQ96728","IL","701 N. Sacramento","(773) 265-7605","7143895"
"12/23/2025","FORD","LL",,"WHI","FA40389","IL","701 N. Sacramento","(773) 265-7605","7143883"
"12/23/2025","FORD","PK",,"WHI","4192386B","IL","10300 S. Doty","(773) 785-9752","1729156"
"12/23/2025","FORD","PK","F15","WHI",,,"10300 S. Doty","(773) 568-8495","2998974"
"12/23/2025","FORD","PK",,"SIL","3948282B","IL","701 N. Sacramento","(773) 265-7605","7143874"
"12/23/2025","FORD","PK",,"BRZ","3311147B","IL","701 N. Sacramento","(773) 265-7605","7143894"
"12/23/2025","FORD","PK",,"SIL","NONE","IL","10300 S. Doty","(773) 785-9752","1729149"
"12/23/2025","FORD","VN",,"GRY","FM77265","IL","10300 S. Doty","(773) 568-8495","2998953"
"12/23/2025","FORD","VN",,"WHI","3430479B","IL","701 N. Sacramento","(773) 265-7605","7143853"
"12/23/2025","GMC","VN","SAV","YEL",,,"10300 S. Doty","(773) 568-8495","2998971"
"12/23/2025","HMDE","MC",,"BLK",,,"10300 S. Doty","(773) 568-8495","2998932"
"12/23/2025","HMDE","MC",,"BLK",,,"10300 S. Doty","(773) 568-8495","2998933"
"12/23/2025","HMDE","TE",,"BLK","NONE","IL","10300 S. Doty","(773) 568-8495","2998943"
"12/23/2025","HOND","4D",,"SIL","NONE","IL","701 N. Sacramento","(773) 265-7605","7143862"
"12/23/2025","HOND","4D",,"WHI","ED19174","IL","701 N. Sacramento","(773) 265-7605","7143893"
"12/23/2025","HOND","4D",,"SIL","AN26588","IL","10300 S. Doty","(773) 568-8495","2998950"
"12/23/2025","HOND","4D",,"WHI","BQX2901","TN","400 E. Lower Wacker","(312) 744-7550","0359501"
"12/23/2025","HOND","4D",,"SIL","5848186","IL","701 N. Sacramento","(773) 265-7605","7143887"
"12/23/2025","HOND","LL",,"TAN","CZ74419","IL","701 N. Sacramento","(773) 265-7605","7143880"
"12/23/2025","HOND","LL","CRV","WHI",,,"10300 S. Doty","(773) 785-9752","1729157"
"12/23/2025","HOND","LL",,"GRY","EV74256","IL","10300 S. Doty","(773) 568-8495","2998951"
"12/23/2025","HOND","LL","CRV","BLK","FX21475","IL","701 N. Sacramento","(773) 265-7605","7143865"
"12/23/2025","HYUN","4D",,"SIL","EX92335","IL","10300 S. Doty","(773) 568-8495","2998947"
"12/23/2025","HYUN","4D",,"SIL","BE22264","IL","10300 S. Doty","(773) 568-8495","517206"
"12/23/2025","HYUN","4D",,"BLK","FY95931","IL","701 N. Sacramento","(773) 265-7605","7143863"
"12/23/2025","HYUN","LL",,"BLU","FP231644","IL","701 N. Sacramento","(773) 265-7605","7143871"
"12/23/2025","HYUN","VN",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-7605","7143855"
"12/23/2025","INFI","LL",,"GRY","EQ28591","IL","10300 S. Doty","(773) 568-8495","2998935"
"12/23/2025","JAGU","LL",,"BLK","3546194","IL","10300 S. Doty","(773) 568-8495","2998940"
"12/23/2025","JEEP","4D",,"GRY","DW96129","IL","400 E. Lower Wacker","(312) 744-7550","0359544"
"12/23/2025","JEEP","LL",,"BLK","Q770026","IL","10300 S. Doty","(773) 568-8495","2998964"
"12/23/2025","JEEP","LL",,"BLK","EM64737","IL","701 N. Sacramento","(773) 265-7605","7143891"
"12/23/2025","JEEP","LL",,"LBL","FB53911","IL","10300 S. Doty","(773) 568-8495","2998949"
"12/23/2025","KIA","4D",,"BLU","BT44674","IL","400 E. Lower Wacker","(312) 744-7550","0359512"
"12/23/2025","KIA","HB",,"RED","FZ57074","IL","701 N. Sacramento","(773) 265-7605","7143901"
"12/23/2025","LEXS","4D",,"GRY","DL70396","IL","701 N. Sacramento","(773) 265-7605","7143900"
"12/23/2025","LEXS","LL",,"WHI","EF33443","IL","10300 S. Doty","(773) 568-8495","2998961"
"12/23/2025","LEXS","LL","R45","GLD","CY74082","IL","10300 S. Doty","(773) 568-8495","2998978"
"12/23/2025","LINC","LL","MKX","RED","ZJ3G8Z","MO","10300 S. Doty","(773) 568-8495","2998970"
"12/23/2025","LINC","LL",,"BLK","FA38365","IL","701 N. Sacramento","(773) 265-7605","7143899"
"12/23/2025","MAZD","4D",,"RED","KMS5230","OH","10300 S. Doty","(773) 568-8495","2998962"
"12/23/2025","MAZD","LL",,"GRY","AM94370","IL","701 N. Sacramento","(773) 265-7605","7143898"
"12/23/2025","MAZD","LL",,"SIL","SFZ189","MN","701 N. Sacramento","(773) 265-7605","7143886"
"12/23/2025","NISS","4D",,"BLK","NONE","IL","10300 S. Doty","(773) 568-8495","2998956"
"12/23/2025","NISS","4D",,"GRY","EDXW01","CO","10300 S. Doty","(773) 568-8495","2998946"
"12/23/2025","NISS","4D",,"WHI","JXD8865","OH","701 N. Sacramento","(773) 265-7605","7143873"
"12/23/2025","NISS","4D",,"BLK","Q712842","IL","10300 S. Doty","(773) 568-8495","2998934"
"12/23/2025","NISS","LL",,"GRY","7690728","CO","701 N. Sacramento","(773) 265-7605","7143897"
"12/23/2025","SUBA","LL",,"LBL","CB47960","IL","10300 S. Doty","(773) 568-8495","2998958"
"12/23/2025","SUBA","SW",,"RED","FJ81925","IL","701 N. Sacramento","(773) 265-7605","7143872"
"12/23/2025","SUBA","SW",,"BLK","DM43880","IL","701 N. Sacramento","(773) 265-7605","7143882"
"12/23/2025","TESL","LL",,"BLK","96231EL","IL","10300 S. Doty","(773) 568-8495","2998955"
"12/23/2025","TOYT","4D",,"BLU","Q264915","IL","701 N. Sacramento","(773) 265-7605","7143851"
"12/23/2025","TOYT","4D",,"WHI","1365TX","IL","701 N. Sacramento","(773) 265-7605","7143892"
"12/23/2025","TOYT","4D",,"BLU","4127175","IL","701 N. Sacramento","(773) 265-7605","7143875"
"12/23/2025","TOYT","4D",,"BLU","FB91798","IL","701 N. Sacramento","(773) 265-7605","7143890"
"12/23/2025","TOYT","4D",,"WHI","CV31411","IL","701 N. Sacramento","(773) 265-7605","7143870"
"12/23/2025","TOYT","4D",,"SIL","FJ22185","IL","701 N. Sacramento","(773) 265-7605","7143876"
"12/23/2025","TOYT","4D",,"BLU","AL69175","IL","701 N. Sacramento","(773) 265-7605","7143878"
"12/23/2025","TOYT","LL",,"RED","EU88300","IL","701 N. Sacramento","(773) 265-7605","7143881"
"12/23/2025","TOYT","LL",,"GRY","FX49159","IL","701 N. Sacramento","(773) 265-7605","7143877"
"12/23/2025","VOLK","2D",,"RED","FH94412","IL","701 N. Sacramento","(773) 265-7605","7143879"
"12/23/2025","VOLK","LL",,"SIL","VRV8740","TX","10300 S. Doty","(773) 568-8495","2998939"
"12/22/2025","BMW","4D",,"BLK","CUT318","IN","10300 S. Doty","(773) 568-8495","2998928"
"12/22/2025","BMW","4D",,"BLK","EV74529","IL","701 N. Sacramento","(773) 265-7605","7143846"
"12/22/2025","CADI","LL",,"BGE","EV14072","IL","701 N. Sacramento","(773) 265-7605","7143849"
"12/22/2025","CHEV","4D",,"ONG","NONE","IL","701 N. Sacramento","(773) 265-7605","7143834"
"12/22/2025","CHEV","LL",,"SIL","DV78490","IL","701 N. Sacramento","(773) 265-7605","7143832"
"12/22/2025","CHRY","4D",,"BLK","FS92196","IL","701 N. Sacramento","(773) 265-7605","7143840"
"12/22/2025","DODG","2D",,"GRY","CX53572","IL","10300 S. Doty","(773) 568-8495","2998927"
"12/22/2025","DODG","2D",,"GRN",,,"10300 S. Doty","(773) 568-8495","2998931"
"12/22/2025","DODG","LL",,"RED","DS50825","IL","701 N. Sacramento","(773) 265-7605","7143796"
"12/22/2025","FORD","4D",,"BLK","3679AZ","FL","701 N. Sacramento","(773) 265-7605","7143"
"12/22/2025","FORD","4D",,"RED","EJH5484","MI","400 E. Lower Wacker","(312) 744-7550","0359470"
"12/22/2025","GMC","LL",,"BGE","E709436","IL","701 N. Sacramento","(773) 265-7605","7143763"
"12/22/2025","GMC","LL",,"BGE","E709436","IL","701 N. Sacramento","(773) 265-7605","7143763"
"12/22/2025","GMC","LL",,"WHI","AXL3574","WI","400 E. Lower Wacker","(312) 744-7550","0359"
"12/22/2025","GMC","LL",,"BLK","DA19795","IL","10300 S. Doty","(773) 568-8495","2998922"
"12/22/2025","HMDE","PK",,"WHI","P1219699","IL","10300 S. Doty","(773) 785-9752","1729147"
"12/22/2025","HMDE","TE",,"BLK","NONE","IL","701 N. Sacramento","(773) 265-7605","7143833"
"12/22/2025","HOND","4D",,"GRY","DP28293","IL","701 N. Sacramento","(773) 265-7605","7143762"
"12/22/2025","HOND","4D",,"SIL","ER29600","IL","400 E. Lower Wacker","(312) 744-7550","0359418"
"12/22/2025","HYUN","4D",,"WHI","CF69732","IL","10300 S. Doty","(773) 568-8495","2998929"
"12/22/2025","HYUN","LL",,"BLK","T319873","IN","10300 S. Doty","(773) 568-8495","2998926"
"12/22/2025","INFI","4D",,"BLK","RXX8544","TX","701 N. Sacramento","(773) 265-7605","7143843"
"12/22/2025","INFI","4D",,"BLK",,,"701 N. Sacramento","(773) 265-7605","7143845"
"12/22/2025","JEEP","LL",,"GRY","LDJZ90","FL","10300 S. Doty","(773) 568-8495","2998885"
"12/22/2025","JEEP","LL",,"GRY","RDJ5157","GA","701 N. Sacramento","(773) 265-7605","7143741"
"12/22/2025","JEEP","LL",,"RED","FL842ADL","IN","400 E. Lower Wacker","(312) 744-7550","0359461"
"12/22/2025","KIA","4D",,"GRY","DE92855","IL","10300 S. Doty","(773) 568-8495","2998886"
"12/22/2025","KIA","4D",,"BLK","T674978","IN","10300 S. Doty","(773) 568-8495","2998879"
"12/22/2025","KIA","4D",,"WHI","NONE","IL","701 N. Sacramento","(773) 265-7605","7143839"
"12/22/2025","KIA","4D",,"BLK","DX13605","IL","701 N. Sacramento","(773) 265-7605","7143837"
"12/22/2025","KIA","LL",,"GRY","M231776","IL","10300 S. Doty","(773) 568-8495","2998930"
"12/22/2025","LEXS","4D",,"GRY","DN43812","IL","400 E. Lower Wacker","(312) 744-7550","0359437"
"12/22/2025","LINC","LL",,"BLK","REIGN16","IL","701 N. Sacramento","(773) 265-7605","7143806"
"12/22/2025","MAZD","4D",,"BLU","N8E309","KY","701 N. Sacramento","(773) 265-7605","7143807"
"12/22/2025","MAZD","LL",,"WHI","DL90728","IL","701 N. Sacramento","(773) 265-7605","7143796"
"12/22/2025","MERZ","4D",,"BLK","FJ50519","IL","10300 S. Doty","(773) 568-8495","2998923"
"12/22/2025","NISS","4D",,"BLK","EC20884","IL","701 N. Sacramento","(773) 265-7605","7143773"
"12/22/2025","NISS","LL",,"RED",,,"10300 S. Doty","(773) 568-8495","2998925"
"12/22/2025","NISS","LL",,"GRY",,,"701 N. Sacramento","(773) 265-7605","7143747"
"12/22/2025","QIPA","MC",,"BLU",,,"701 N. Sacramento","(773) 265-7605","7143842"
"12/22/2025","SUBA","4D",,"BLK","DT53601","IL","10300 S. Doty","(773) 568-8495","2998900"
"12/22/2025","TOYT","4D",,"BLU","FS27656","IL","400 E. Lower Wacker","(312) 744-7550","0359465"
"12/22/2025","TOYT","4D",,"GRY","EL51892","IL","10300 S. Doty","(773) 568-8495","2998920"
"12/22/2025","VOLK","4D",,"WHI","V383996","IL","400 E. Lower Wacker","(312) 744-7550","0359435"
"12/22/2025","VOLK","LL","TGN","WHI","VWH9828","TX","10300 S. Doty","(773) 568-8495","2998919"
"12/21/2025","ACUR","LL",,"SIL","EB28615","IL","701 N. Sacramento","(773) 265-7605","7143695"
"12/21/2025","AUDI","4D",,"WHI","T609456","IN","701 N. Sacramento","(773) 265-7605","7143721"
"12/21/2025","AUDI","4D",,"RED","KCL9761","OH","10300 S. Doty","(773) 568-8495","2998835"
"12/21/2025","AUDI","LL",,"BLK","FH15261","IL","701 N. Sacramento","(773) 265-7605","7143703"
"12/21/2025","BUIC","LL",,"WHI","FH50327","IL","701 N. Sacramento","(773) 265-7605","7143627"
"12/21/2025","CADI","4D",,"WHI",,,"10300 S. Doty","(773) 568-8495","2998867"
"12/21/2025","CADI","4D",,"GRY",,,"701 N. Sacramento","(773) 265-7605","7143727"
"12/21/2025","CADI","UT",,"BLK","385DOV","IN","10300 S. Doty","(773) 568-8495","2998803"
"12/21/2025","CHEV","4D",,"SIL","EV61942","IL","10300 S. Doty","(773) 568-8495","2998805"
"12/21/2025","CHEV","4D",,"WHI","FS27213","IL","701 N. Sacramento","(773) 265-7605","7143590"
"12/21/2025","CHEV","4D",,"WHI","FH55872","IL","400 E. Lower Wacker","(312) 744-7550","0359360"
"12/21/2025","CHEV","LL",,"SIL","FX21470","IL","701 N. Sacramento","(773) 265-7605","7143635"
"12/21/2025","CHEV","PK",,"SIL","3312372B","IL","701 N. Sacramento","(773) 265-7605","7143683"
"12/21/2025","CHRY","VN",,"WHI","DV50658","IL","701 N. Sacramento","(773) 265-7605","7143679"
"12/21/2025","DODG","2D",,"BLK","DU28212","IL","701 N. Sacramento","(773) 265-7605","7143525"
"12/21/2025","DODG","4D",,"BLK",,,"10300 S. Doty","(773) 568-8495","2998861"
"12/21/2025","FORD","2D",,"BLK","CM21252","IL","10300 S. Doty","(773) 568-8495","2998839"
"12/21/2025","FORD","4D",,"WHI","BH17070","IL","701 N. Sacramento","(773) 265-7605","7143552"
"12/21/2025","FORD","4D",,"BLK","N498008","IN","400 E. Lower Wacker","(312) 744-7550","0359352"
"12/21/2025","FORD","4D",,"WHI","EH64935","IL","10300 S. Doty","(773) 568-8495","2998832"
"12/21/2025","FORD","4D",,"SIL","EL29794","IL","701 N. Sacramento","(773) 265-7605","71463544"
"12/21/2025","FORD","LL",,"BLU","EF49854","IL","10300 S. Doty","(773) 568-8495","2998850"
"12/21/2025","FORD","LL",,"WHI","4202933B","IL","701 N. Sacramento","(773) 265-7605","7143696"
"12/21/2025","FORD","LL",,"RED","FM84774","IL","701 N. Sacramento","(773) 265-7605","7143630"
"12/21/2025","FORD","PK",,"BLK","3965102B","IL","701 N. Sacramento","(773) 265-7605","7143629"
"12/21/2025","FORD","VN",,"WHI","4244552B","IL","10300 S. Doty","(773) 568-8495","2998869"
"12/21/2025","GMC","PK",,"GRY","4QPT37","MI","701 N. Sacramento","(773) 265-7605","7143631"
"12/21/2025","HOND","4D",,"BLU","DJ96294","IL","10300 S. Doty","(773) 568-8495","2998836"
"12/21/2025","HOND","4D",,"WHI","FR53436","IL","701 N. Sacramento","(773) 265-7605","7143728"
"12/21/2025","HOND","LL",,"GRY","CY80225","IL","10300 S. Doty","(773) 568-8495","2998807"
"12/21/2025","HOND","LL",,"RED","S263317","IL","10300 S. Doty","(773) 568-8495","2998834"
"12/21/2025","HOND","LL",,"WHI","BE59059","IL","701 N. Sacramento","(773) 265-7605","7143585"
"12/21/2025","HUMM","LL",,"BLK","Z591553","IL","10300 S. Doty","(773) 568-8495","2998840"
"12/21/2025","HUMM","LL",,"BLK","DZ16807","IL","10300 S. Doty","(773) 568-8495","2998810"
"12/21/2025","HYUN","4D",,"GRY","FN53042","IL","10300 S. Doty","(773) 568-8495","2998812"
"12/21/2025","HYUN","4D",,"GRY","KBT4061","NY","400 E. Lower Wacker","(312) 744-7550","0359363"
"12/21/2025","HYUN","4D",,"BLK","FF59975","IL","10300 S. Doty","(773) 568-8495","2998802"
"12/21/2025","INFI","4D",,"GRY","FW64509","IL","701 N. Sacramento","(773) 265-7605","7143723"
"12/21/2025","INFI","UT",,"BLK","FJ92281","IL","10300 S. Doty","(773) 568-8495","2998804"
"12/21/2025","JEEP","LL",,"BLK","EJ48740","IL","10300 S. Doty","(773) 568-8495","2998841"
"12/21/2025","JEEP","LL",,"SIL","5LKW25","MA","10300 S. Doty","(773) 568-8495","2998833"
"12/21/2025","JEEP","LL",,"GRY","FL77145","IL","701 N. Sacramento","(773) 265-7605","7143435"
"12/21/2025","KIA","4D",,"WHI",,,"10300 S. Doty","(773) 568-8495","2998866"
"12/21/2025","LEXS","4D",,"GRY","BA38535","IL","400 E. Lower Wacker","(312) 744-7550","0359362"
"12/21/2025","LEXS","LL",,"MAR","V376400","IL","701 N. Sacramento","(773) 265-7605","7143564"
"12/21/2025","LINC","4D",,"BLK","352WKY","WI","701 N. Sacramento","(773) 265-7605","7143634"
"12/21/2025","MAZD","LL",,,"EL93288","IL","701 N. Sacramento","(773) 265-7605","7143574"
"12/21/2025","MERC","4D",,"BLK","CD87098","IL","10300 S. Doty","(773) 568-8495","2998811"
"12/21/2025","MITS","4D",,"PLE","CQ78244","IL","701 N. Sacramento","(773) 265-7605","7143686"
"12/21/2025","NISS","4D",,"GRY","AE88628","IL","10300 S. Doty","(773) 568-8495","2998857"
"12/21/2025","NISS","4D",,"BLK","EU62831","IL","701 N. Sacramento","(773) 265-7605","7143523"
"12/21/2025","NISS","LL",,"GRY","EB93410","IL","10300 S. Doty","(773) 568-8495","2998837"
"12/21/2025","NISS","LL",,"GRY","EF29051","IL","701 N. Sacramento","(773) 265-7605","7143690"
"12/21/2025","NISS","LL",,"GRY","ET12391","IL","701 N. Sacramento","(773) 265-7605","714361"
"12/21/2025","NISS","UT",,"BLK","DQ51650","IL","400 E. Lower Wacker","(312) 744-7550","0359372"
"12/21/2025","SUBA","4D",,"GRY","DW14199","IL","400 E. Lower Wacker","(312) 744-7550","0359364"
"12/21/2025","TOYT","4D",,"GRY","FC16143","IL","701 N. Sacramento","(773) 265-7605","7143708"
"12/21/2025","TOYT","4D",,"RED","EY49627","IL","701 N. Sacramento","(773) 265-7605","7143526"
"12/21/2025","TOYT","4D",,"BLU","ET20652","IL","10300 S. Doty","(773) 568-8495","2998829"
"12/21/2025","TOYT","4D",,"GRY","RKOG5G","MO","701 N. Sacramento","(773) 265-7605","7143632"
"12/21/2025","TOYT","4D",,"BLU","FH60834","IL","701 N. Sacramento","(773) 265-7605","7143633"
"12/21/2025","TOYT","4D",,"SIL","RERESR","IL","10300 S. Doty","(773) 568-8495","2998842"
"12/21/2025","TOYT","4D",,"WHI","EQ37307","IL","701 N. Sacramento","(773) 265-7605","7143702"
"12/21/2025","VOLK","4D",,"BLK","EH76592","IL","701 N. Sacramento","(773) 265-7605","7143628"
"12/21/2025","VOLK","4D",,"BLU","AUP7749","WI","10300 S. Doty","(773) 568-8495","2998838"
"12/21/2025","VOLK","4D",,"BLK","JL3","WI","400 E. Lower Wacker","(312) 744-7550","0359355"
"12/21/2025","VOLK","4D",,"RED","1L279FF","IL","10300 S. Doty","(773) 568-8495","2998834"
"12/21/2025","VOLK","LL",,,"CJ15882","IL","10300 S. Doty","(773) 568-8495","2998830"
"12/21/2025","VOLK","LL",,"DBL","FA68110","IL","400 E. Lower Wacker","(312) 744-7550","0359344"
"12/21/2025","VOLV","LL",,"SIL","DV73895","IL","400 E. Lower Wacker","(312) 744-7550","0395339"
"12/20/2025","ACUR","4D",,"SIL","EL53678","IL","701 N. Sacramento","(773) 265-7605","7143356"
"12/20/2025","BMW","LL",,"BLK","P989718","IL","10300 S. Doty","(773) 568-8495","2998749"
"12/20/2025","BMW","LL",,"GRY","SHL165","MI","10300 S. Doty","(773) 568-8495","2998784"
"12/20/2025","CHEV","2D",,"BLU","EU83203","IL","701 N. Sacramento","(773) 265-7605","7143503"
"12/20/2025","CHEV","4D",,"WHI","ED30331","IL","10300 S. Doty","(773) 568-8495","2998794"
"12/20/2025","CHEV","4D",,"BLK","EJ90256","IL","701 N. Sacramento","(773) 265-7605","7143502"
"12/20/2025","CHEV","4D",,"GRY","TEX8984","VA","400 E. Lower Wacker","(312) 744-7550","0359276"
"12/20/2025","CHEV","LL",,"SIL","BV60130","IL","10300 S. Doty","(773) 568-8495","2998730"
"12/20/2025","CHRY","VN",,"BLK","FQ95782","IL","10300 S. Doty","(773) 568-8495","2998782"
"12/20/2025","DODG","4D",,"BLK","0000","IL","10300 S. Doty","(773) 568-8495","2998790"
"12/20/2025","DODG","LL",,"BLK","FT94255","IL","701 N. Sacramento","(773) 265-7605","71432471"
"12/20/2025","DODG","MH",,"WHI","409302RV","IL","10300 S. Doty","(773) 568-8495","2998795"
"12/20/2025","DODG","PK",,"WHI","193091H","IL","10300 S. Doty","(773) 568-8495","2998779"
