ZIP,UNITS,_ - community_area,_ - community_area_number,_ - property_type,_ - property_name,_ - address,_ - phone_number,_ - management_company,_ - x_coordinate,_ - y_coordinate,_ - latitude,_ - longitude,_ - :@computed_region_awaf_s7ux,_ - :@computed_region_43wa_7qmu,_ - :@computed_region_vrxf_vc4k,_ - :@computed_region_6mkv_f3dw,_ - :@computed_region_bdys_3d7i,_ - location - latitude,_ - location - longitude,_ - location - human_address
60607,160,Near West Side,28,Mutifamily,Roosevelt Square Phase I & II,1346 W. Rolosevelt Road,312-948-0116,Related Management Co. LP,1167380.111,1894854.611,41.86703473,-87.66099661,48,23,29,14920,759,41.867034733075485,-87.66099661076092,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,6,Humboldt Park,23,Multifamily,Rosa Parks Apts.,521 N. St. Louis Ave.,773-227-6332,Bickerdike Apts.,1152991.429,1903446.155,41.89090793,-87.71359179,41,46,24,21572,584,41.8909079268645,-87.7135917922844,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,181,Near West Side,28,Senior,Roosevelt Place,1401 W. Roosevelt Road,312-733-2436,"East Lake Management Group, Inc.",1167191.396,1894769.797,41.86680605,-87.66169184,48,23,29,14920,96,41.8668060489591,-87.6616918421459,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60613,79,Lake View,6,Senior LGBTQ,Town Hall Apts.,3600 N. Halsted St.,773-472-6463,Heartland Houing Inc.,1170240.93,1924164.847,41.94740173,-87.64963658,38,25,57,21186,727,41.9474017349803,-87.6496365843957,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60623,32,North Lawndale,29,Supportive/HIV/AIDS,Phoenix House,1251 S. Sawyer Ave.,773-935-4663,"AIDSCare, Inc.",1154939.023,1893956.68,41.86482901,-87.70669366,36,14,30,21569,34,41.8648290105554,-87.706693663235,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,36,Douglas,35,Multifamily,Park Boulevard IIA,17 W. 36th St.,773-548-8792,"Urban Property Advisors, LLC",1176708.767,1881091.479,41.82906211,-87.62716568,12,9,1,14924,353,41.8290621082689,-87.62716567775,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,84,Woodlawn,42,Multifamily,Eddie Mae & Alex Johnson Apts.,6230 S. Dorchester Ave.,773-288-4202,Woodlawn East Community,1186573.262,1863816.865,41.78143113,-87.59152085,53,4,9,22260,426,41.781431130748,-87.5915208532369,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60636,12,West Englewood,67,Multifamily,New West Englewood Homes,2109 W. 63rd St.,773-434-4929,Interfaith Housing Corp.,1163331.993,1862802.809,41.77916703,-87.67675695,44,2,65,22257,282,41.7791670261036,-87.6767569483975,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,24,East Garfield Park,27,Multifamily/Artists,Switching Station Lofts,15 S. Homan Ave.,312-859-0577,Holsten Management Corp.,1153767.678,1899627.529,41.88041381,-87.71084273,11,23,28,21572,765,41.8804138114539,-87.7108427297598,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,3,Uptown,3,ARO,The Fifth,4453 N Hazel,773-404-9900,The Apartment Source,1169493.377,1929989.653,41.96340154,-87.65221421,37,39,31,22616,20,41.9634015395821,-87.6522142080034,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,29,North Lawndale,29,Multifamily,Park Douglas,1317-19 S. Fairfield Ave.,773-893-4800,Interstate Realty Management Co.,1158282.873,1893724.634,41.86412462,-87.69442467,11,23,30,14920,16,41.8641246191184,-87.694424669823,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,72,Douglas,35,Multifamily,Park Boulevard IIB,3700 S. Dearborn St.,773-548-8792,"Urban Property Advisors, LLC",1176529.6,1880409.309,41.82719422,-87.62784358,12,9,1,14924,353,41.82719421911,-87.6278435793213,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60618,5,North Center,5,ARO,HW,2405 W. Hutchinson St.,847-786-5663,KR Developments,1159529.243,1928114.259,41.95846686,-87.68890077,13,18,46,21538,624,41.9584668605244,-87.6889007679548,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,18,Woodlawn,42,Multifamily,65th Street Apts.,6522 S. Ingleside Ave.,773-684-2056,"Urban Property Advisors, LLC",1183642.029,1861850.344,41.77610371,-87.60232857,53,4,9,22260,347,41.7761037074244,-87.6023285745515,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,32,Near North Side,8,ARO,AMLI 808,808 N. Wells St.,312-279-0880,AMLI Realty Co.,1174546.412,1905796.728,41.89690353,-87.63436122,41,46,37,14926,652,41.8969035333416,-87.6343612178957,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,5,Grand Boulevard,38,Multifamily,Cornerstone Apts.,636 E. 50th St.,312-577-5555,The Community Builders Inc.,1181481.554,1872046.51,41.80413302,-87.60993412,1,10,4,21192,165,41.8041330240218,-87.6099341196123,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,155,Kenwood,39,Multifamily,Drexel Preservation,837 E. 47th St.,773-624-4901,The Habitat Co.,1182801.325,1873991.948,41.80944088,-87.60503342,1,10,5,21192,461,41.8094408764944,-87.6050334227459,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60624,36,East Garfield Park,27,Multifamily,Harvest Homes,3512-46 W. Fifth Ave.,312-216-5103,Realty & Mortgage Co.,1153024.162,1898153.842,41.87638462,-87.71361194,11,23,28,21572,783,41.87638462364,-87.7136119355645,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,29,Near West Side,28,Multifamily,Taylor Street Apts.,1342 W. Taylor St.,312-595-7400,Related Management,1167384.336,1895738.411,41.86945986,-87.66095569,8,23,29,14917,759,41.869459860474,-87.6609556887118,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,61,Oakland,36,Multifamily,Drexel Street Properties,848 E. 40th St.,312-842-5500,East Lake Management,1182895.852,1878499.666,41.82180819,-87.6045465,1,10,2,4301,220,41.82180819274104,-87.60454649932994,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,3,Oakland,36,Multifamily,Lakefront Phase II,4143 S. Lake Park Ave.,773-548-8795,"Urban Property Advisors, LLC",1184153.699,1877418.813,41.81881289,-87.59996595,1,10,2,4301,220,41.8188128855705,-87.5999659460719,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,118,Grand Boulevard,38,Multifamily,Legends South - Coleman Place,223 E. 41st St.,773-268-0202,Interstate Realty Management Co.,1178573.52,1877831.629,41.82007455,-87.6204233,12,9,4,4301,163,41.8200745540387,-87.6204232972122,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60707,7,Montclare,18,Senior,The Montclare Senior Residences,6650 W. Belden Ave.,773-237-3831,Pacific Management Inc.,1131547.932,1914379.416,41.92130822,-87.79209096,39,7,18,4454,136,41.9213082227541,-87.7920909580488,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,3,Logan Square,22,Multifamily,Tierra Linda Apts.,3572 W. Palmer St.,773-276-5338,LUCHA,1152116.497,1914427.113,41.921058,-87.71651501,10,12,23,22535,550,41.9210580042957,-87.7165150148412,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60637,55,Woodlawn,42,Multifamily,Woodlawn Station,6253 S. Cottage Grove Ave.,773-955-8668,Preservation Housing Management LLC,1182683.987,1863507.307,41.78067286,-87.60578926,53,4,9,22260,470,41.7806728614192,-87.605789255575,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,110,Grand Boulevard,38,Multifamily,Legends South - Mahalia Place,116 E. 43rd St.,773-285-9500,Interstate Realty Management Co.,1178081.875,1876584.156,41.81666256,-87.62226472,12,9,4,4301,163,41.8166625649533,-87.622264717481,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60632,30,Brighton Park,58,Multifamily,El Zócalo,3246 W. 47th St.,312-870-4747,H&J Real Estate Management,1155315.538,1873325.098,41.80820589,-87.70586474,49,8,55,22248,640,41.8082058904121,-87.7058647387343,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60615,122,Kenwood,29,Multifamily,Greenwood Park Apts.,4700 S. Greenwood Ave.,312-967-6075,Preservation Housing Management LLC,1184333.98,1874034.569,41.80952205,-87.59941065,1,10,5,21192,399,41.80952205256069,-87.59941064804501,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,160,Uptown,3,Multifamily,Uptown Preservation Apts.,900 W. Windsor Ave.,773-286-5400,Leasing & Management Co. Inc.,1169410.724,1930422.942,41.9645923,-87.65250544,37,39,31,22616,20,41.9645923008648,-87.6525054365529,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,90,Near North Side,8,SRO,The Marshall Apts.,1232 N. LaSalle Drive,877-969-2102,Interstate Realty Management Co.,1174865.866,1908692.107,41.90484145,-87.63310113,51,11,37,14926,290,41.904841451218275,-87.63310112695247,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,60,Austin,25,Senior,Mt. Vernon Manor,30 N. Waller Ave.,773-626-3298,Waller Street L.P.,1138118.684,1899770.53,41.88110332,-87.76830155,52,7,26,22216,618,41.88110332024519,-87.76830154714395,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,116,Near North Side,8,Multifamily,Parkside-I Rental,545 W. Division St.,312-944-8500,Holsten Management Corp.,1172154.289,1908220.998,41.90360901,-87.6430754,41,46,37,14926,148,41.9036090085436,-87.6430753953974,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,161,Austin,25,Multifamily,Congress Commons LLC,504 S. Laramie Ave.,773-287-1592,Congress Commons LLC,1141766.818,1897120.686,41.87376512,-87.7549712,52,7,26,22216,68,41.8737651210059,-87.7549712034404,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,20,West Town,24,ARO,Wicker Park Connection,1640 W. Division St.,312-330-3210,rmk Management,1165062.198,1908099.432,41.90342906,-87.66912961,24,41,25,21560,481,41.9034290632559,-87.6691296062709,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60644,60,Austin,25,Senior HUD 202,Elois McCoy Village Apts.,4650 W. Van Buren St.,773-626-5320,"Prairie Management & Development, Inc.",1145250.308,1897655.195,41.87516675,-87.74216784,36,14,26,22216,69,41.8751667549585,-87.7421678377562,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60620,60,Washington Heights,73,Senior,Brainerd Senior Center,8915 S. Loomis St.,773-429-1501,Realty & Mortgage Co.,1168602.534,1845525.798,41.73164453,-87.65793186,18,13,72,21554,195,41.7316445313381,-87.6579318552234,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,31,Washington Park,40,Multifamily,St. Edmund's Village,6253 S. Michigan Ave.,773-493-2411,St. Edmund's Village LP,1178307.697,1863372.599,41.78040369,-87.62183749,53,4,7,22260,404,41.7804036945444,-87.6218374891699,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,73,Englewood,68,Supportive/Veterans,Hope Manor II Apts.,6002 S. Halsted St.,773-874-3610,Voluinteers of America Illinois,1171959.565,1864993.894,41.78499449,-87.64506314,19,2,66,21559,22,41.7849944939049,-87.6450631448593,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60628,210,Pullman,50,Multifamily,Pullman Wheelworks,901 E. 104th St.,773-785-1300,Mercy Housing,1184202.937,1836150.183,41.70556659,-87.60107403,30,43,47,21861,254,41.7055665941817,-87.6010740303264,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,3,Oakland,36,Multifamily,Lakefront Phase II,1128 E. Bowen Ave.,773-548-8795,"Urban Property Advisors, LLC",1184422.552,1877469.629,41.81894603,-87.59897812,1,10,2,4301,220,41.818946027635,-87.5989781156333,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,6,Uptown,3,Multifamily,Hazel Winthrop Apts.,912 W. Montrose Ave.,773-334-5003,Preservation Housing Management LLC,1169310.725,1929445.614,41.96191266,-87.65290164,37,39,31,22616,20,41.96191266175898,-87.65290163994482,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60628,50,Roseland,49,Supportive Housing,Wentworth Commons,11045 S. Wentworth Ave.,773-568-7804,Mercy Housing Lakefront,1176951.402,1831516.016,41.69301591,-87.62776735,45,22,45,21861,524,41.6930159120977,-87.6277673462214,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60613,2,Lake View,6,ARO,Viridian on Sheridan,734 W. Sheridan Rd.,847-250-4900,rmk Management,1170305.662,1926158.031,41.95286969,-87.64934018,37,39,57,21186,690,41.9528696876172,-87.6493401793848,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60601,16,Loop,32,Multifamily,Randolph Tower City Apts. (studios only),188 W. Randolph St.,312-291-8679,Village Green Management Co.,1174747.572,1901307.252,41.88457966,-87.63375683,22,36,38,14309,92,41.8845796629736,-87.6337568335385,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,1,West Town,24,ARO,East Village Lofts,1100 N. Ashland Ave.,773-278-8078,Wicker Park Apartments Inc.,1165486.105,1907421.224,41.901559,-87.66759184,24,41,25,21560,518,41.9015589972665,-87.6675918419615,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,2,West Town,24,ARO,1938 W. North Ave.,1938 W. North Ave.,312-423-5508,Dream Town Realty,1163033.416,1910701.375,41.91061185,-87.67650857,16,11,25,21560,438,41.9106118451822,-87.6765085657742,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60618,80,Albany Park,14,Senior,Senior Suites of Ravenswood Manor,2800 W. Montrose Ave.,773-509-9333,Senior Lifestyle Corp.,1156898.514,1929148.461,41.96135865,-87.69854417,2,20,14,21538,258,41.9613586524698,-87.6985441743698,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60620,59,Auburn Gresham,71,Senior HUD 202,Naomi & Sylvester Smith Senior Living Ctr.,8031 S. Halsted St.,773-651-6400,"HSR Property Services, LLC",1172404.466,1851597.134,41.74822238,-87.6438257,18,13,70,21554,529,41.7482223776924,-87.643825698846,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,52,Near West Side,28,ARO,Atrio,1922 W. Ogden Ave.,833-365-8945,Marquette Management Inc.,1163617.903,1897486.317,41.87433639,-87.67473402,48,23,29,21184,90,41.8743363936548,-87.6747340163993,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,63,Grand Boulevard,38,Senior HUD 202,Margaret Ford Manor Independent Living,4500 S. Wabash Ave.,773-924-9171,"HSR Property Services, LLC",1177427.156,1875236.623,41.81297966,-87.62470713,12,9,4,4301,393,41.812979659555,-87.6247071273336,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,51,Lake View,6,Supportive,Buffet Place,3208 N. Shefield Ave.,312-572-5272,Thresholds,1169002.943,1921540.76,41.94022814,-87.65426349,38,25,57,4449,710,41.9402281367541,-87.6542634881766,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,1,Uptown,3,ARO,4420 N. Sheridan Apts.,4420 N. Sheridan Road,312-850-2620,Quest Chicago,1168764.798,1929620.837,41.96240536,-87.65490367,37,39,31,22616,241,41.9624053580997,-87.6549036656042,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60641,11,Portage Park,15,ARO,Clarendale Six Corners,4715 W. Irving Park Road,872-278-4179,Life Care Services,1143974.592,1926130.299,41.95332945,-87.74613601,25,50,15,22618,139,41.95332945388426,-87.74613600967054,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,10,Lower West Side,31,ARO,Woodwork Lofts,1414-48 W. 21st St.,312-576-7392,Stellar Performance Inc.,1167176.941,1890229.839,41.85434832,-87.66187526,8,26,33,14920,365,41.8543483215561,-87.6618752555649,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60617,23,South Chicago,46,Supportive Housing,Bettendorf Place SRO,8425 S. Saginaw Ave.,773-359-4902,Alexian Brothers Bonaventure House,1195337.919,1849509.651,41.74195912,-87.5598599,43,37,42,21202,226,41.7419591237961,-87.5598598952004,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,12,Logan Square,22,Multifamily,Zapata Apts.,3503 W. Armitage Ave,773-227-6332,Bickerdike Apartments,1152897.634,1913030.193,41.91720928,-87.71368201,10,49,23,22535,351,41.9172092810543,-87.7136820059935,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,6,Lincoln Square,4,ARO,SB 1900 W Lawrence Ave LLC,1900 W. Lawrence Ave.,217-253-2040,CA Urban Living,1162932.097,1931943.503,41.96890358,-87.67628265,13,18,6,22616,106,41.968903575201,-87.6762826511204,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60660,108,Edgewater,77,Multifamily,Winthrop Apts.,6214 N. Winthrop Ave.,773-477-7070,Hunter Properties,1167688.709,1941496.368,41.99501546,-87.65851604,40,16,76,4451,45,41.9950154575665,-87.6585160357341,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60649,136,South Shore,43,Multifamily,Jeffrey Towers Apts.,7020 S. Jeffrey Blvd.,872-777-4924,Interfaith Housing Corp.,1190721.263,1858722.629,41.76735295,-87.57647796,32,33,39,22538,381,41.7673529545676,-87.5764779584457,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,69,Humboldt Park,23,Supportive Housing,Humboldt Park Residences,1152 N. Christiana Ave.,773-276-5338,LUCHA,1153731.441,1907707.148,41.9025858,-87.71076053,10,49,24,4299,150,41.902585798904,-87.710760528276,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60640,4,Uptown,3,ARO,LALux Apts.,4747 N. Ashland Ave.,773-281-5252,Peak Properties,1164837.241,1931792.002,41.96844754,-87.66928182,13,18,31,22616,559,41.9684475448392,-87.6692818155949,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,111,Near North Side,8,Multifamily,Parkside of Old Town Phase IIA,544 W. Oak St.,312-640-6032,Holsten Real Estate Dev. Corp.,1172196.032,1907097.533,41.90052524,-87.64295528,41,46,37,14926,148,41.9005252379124,-87.6429552752714,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,12,Douglas,35,Mutifamily,Park Boulevard IIB,15 W. 37th St.,773-548-8792,"Urban Property Advisors, LLC",1176697.68,1880416.049,41.82720892,-87.62722672,12,9,1,14924,353,41.8272089226053,-87.62722672192,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,3,Oakland,36,Multifamily,Lakefront Phase II,1137 E. Bowen Ave.,773-548-8795,"Urban Property Advisors, LLC",1184548.967,1877442.503,41.81886863,-87.59851524,1,10,2,4301,220,41.8188686278145,-87.598515237893,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60645,3,West Ridge,2,ARO,Joy Plaza Residences,6411 N. Rockwell Ave.,224-534-9361,Devon NJ LLC,1157863.159,1942516.737,41.99802217,-87.69463113,42,27,20,4450,41,41.9980221692538,-87.6946311266723,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,12,Douglas,35,Multifamily,Park Boulevard IIB,3633 S. State St.,773-548-8792,"Urban Property Advisors, LLC",1176929.888,1880943.186,41.82865019,-87.62635888,12,9,1,14924,446,41.8286501893194,-87.6263588793837,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60646,63,North Park,13,Senior,J. Michael Fitzgerald Apts.,5801 N. Pulaski Road,773-588-1725,Elderly Housing Devp. & Operations Corp.,1148723.501,1938044.237,41.98593151,-87.72836921,28,38,13,22532,747,41.9859315141827,-87.7283692100341,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60614,25,Lincoln Park,7,ARO,The Ludlow,2032 N. Clybourn Ave.,312-261-8568,Peak Properties,1167515.097,1913524.179,41.90378958,-87.63982077,41,46,37,14926,309,41.9037895846684,-87.639820773757,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,55,Bridgeport,19,Senior,Archer Avenue Senior Residences,2928 S. Archer Ave.,773-376-2360,Preservation Housing Management LLC,1168114.67,1885548.333,41.84148167,-87.65856844,26,48,58,14920,723,41.84148167339779,-87.65856843550151,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,52,West Town,24,Multifamily,Boulevard Court Family Housing,1723-33 N. Humboldt Blvd.,773-486-7410,Hispanic Housing Dev. Corp.,1156239.113,1911419.569,41.91272269,-87.70144893,15,41,25,22535,300,41.9127226903358,-87.7014489336157,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,3,Oakland,36,Multifamily,Lakefront Phase II,1125 E. Bowen Ave.,773-548-8795,"Urban Property Advisors, LLC",1184432.115,1877384.382,41.81871188,-87.59894571,1,10,2,4301,220,41.8187118791618,-87.5989457091247,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60659,99,West Ridge,2,Senior,Lincoln Village Senior Apts.,6057 N. Lincoln Ave.,773-338-5900,Perlmark Realty Management,1153825.547,1940243.379,41.99186565,-87.70954508,42,27,20,4450,30,41.9918656495183,-87.7095450826125,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60612,90,North Lawndale,29,Veterans,Roosevelt Road Veterans Hsg.,2908 W. Roosevelt Road,773-435-8300,A Safe Haven Foundation,1157090.217,1894613.231,41.8665873,-87.69877877,11,23,30,21184,35,41.8665872953847,-87.6987787748764,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60707,78,Montclare,18,Senior Supportive Living,Victory Centre of Galewood,2370 N. Newcastle Ave.,773-917-8383,Pathway Senior Living,1130150.063,1915088.087,41.923277,-87.79721089,39,44,18,4454,136,41.92327700208769,-87.79721089340802,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,1,Lake View,6,ARO,SOBE Apts.,3208 N. Southport Ave.,773-680-8644,Newport Realty,1166360.814,1921458.364,41.94005906,-87.6639765,16,25,57,4449,678,41.9400590614586,-87.663976501825,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60622,102,West Town,24,Supportive Housing,Wicker Park Renaissance,1527-31 N. Wicker Park Ave.,773-278-8602,"RRG Development, Inc.",1162934.319,1910028.946,41.90876874,-87.67689152,24,41,25,21560,481,41.9087687358883,-87.6768915181969,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,148,Oakland,36,Senior,Oakwood Shores Terrace,3755 S. Cottage Grove Ave.,773-373-1300,"The Community Builders, Inc.",1181955.52,1880134.932,41.82631731,-87.60794545,1,10,2,4301,221,41.8263173139507,-87.6079454471381,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60646,137,North Park,13,Senior,North Park Village Apts.,5801 N. Pulaski Road,773-478-6890,Elderly Housing Devp. & Operations Corp.,1148723.501,1938044.237,41.98593151,-87.72836921,28,38,13,22532,747,41.9859315141827,-87.7283692100341,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60649,87,South Shore,43,Senior,Senior Suites of Rainbow Beach,2804 E. 77th Place,773-374-5333,Senior Lifestyle Corp.,1196631.912,1854159.484,41.7546866,-87.55496472,43,37,39,22538,421,41.7546866025245,-87.5549647164794,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,6,Oakland,36,Multifamily,Lakefront Phase II,4130 S. Oakenwald Ave.,773-548-8795,"Urban Property Advisors, LLC",1184448.129,1877628.139,41.81938039,-87.59887932,1,10,2,4301,220,41.8193803897797,-87.5988793227119,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,41,Near North Side,8,ARO,Atrium at Old Town Park,300 W. Hill St.,312-642-8707,Omni Group,1174106.104,1907721.573,41.90219524,-87.63592092,41,46,37,14926,148,41.9021952433121,-87.6359209163654,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60610,43,Near North Side,8,ARO,Onni Atrium Devp.,202 W. Hill St.,312-585-6776,Onni Group,1174473.401,1907730.638,41.90221192,-87.63457152,41,46,37,14926,148,41.9022119151994,-87.6345715220446,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,32,Near West Side,28,ARO,The Thompson,150 N. Ashland Ave.,872-264-5548,Marquette Management,1165681.401,1901327.164,41.88483229,-87.66704832,41,46,29,21184,579,41.884832286504235,-87.66704832148883,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60626,44,Rogers Park,1,Senior,Morse Senior Apts.,1528 W. Morse Ave.,312-602-6207,CIG Management,1165843.898,1946058.513,42.00757377,-87.66517114,3,5,10,21853,66,42.0075737709331,-87.6651711448293,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60621,167,Englewood,68,Supportive Housing,Rowan Trees Apts.,500 W. Englewood Ave.,773-572-5272,The Thresholds,1174002.16,1863521.643,41.78090936,-87.63761782,53,4,66,21559,166,41.7809093635647,-87.6376178170027,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,14,Logan Square,22,ARO,Noca Blu,2328-48 N. California Ave.,773-897-5221,Trilogy Residential Management,1157275.918,1915411.868,41.92365685,-87.69753123,15,41,23,22535,322,41.9236568472526,-87.697531225726,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60653,3,Oakland,36,Multifamily,Lakefront Phase II,4116 S. Oakenwald Ave.,773-548-8795,"Urban Property Advisors, LLC",1184335.357,1877697.183,41.8195725,-87.59929085,1,10,2,4301,220,41.8195724963981,-87.599290845931,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60609,10,New City,61,Multifamily,Casa Hidalgo,4600 S. Wood St.,312-248-8355,The Resurrection Project,1165081.4,1874156.261,41.81028546,-87.67002227,53,3,59,14924,706,41.8102854562714,-87.6700222696602,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60608,6,Lower West Side,31,Multifamily,Casa Guanajuato,1313 W. 19th St.,312-666-1323,The Resurrection Project,1167849.048,1890829.499,41.85597939,-87.65939108,8,26,33,14920,365,41.8559793926667,-87.6593910822171,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60607,3,Near West Side,28,ARO,1218 W Lexington St,1218 W. Lexington St.,312-600-4501,Honore Properties,1168300.729,1896799.341,41.87235139,-87.65756071,41,46,29,14917,91,41.8797620924696,-87.6589883360869,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60657,4,Lake View,6,ARO,The Bel,941 W. Belmont Ave.,773-327-4975,33 Realty,1169303.308,1921391.341,41.93981159,-87.65316391,38,25,57,4449,681,41.9398115920219,-87.6531639140428,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60647,41,Logan Square,22,Multifamily,Pennycuff Apts.,2031 N. Milwaukee Ave.,773-799-8924,Metropolitan Housing Dev. Corp.,1159484.845,1913450.552,41.91822962,-87.68946889,24,41,23,22535,323,41.9182296230738,-87.6894688873142,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
60628,90,West Pullman,53,Supportive Housing,Hancock House,12045 S. Emerald Ave.,773-568-3000,Source Works Development,1173523.536,1824810.063,41.67469008,-87.64051484,45,22,50,21861,60,41.6746900778514,-87.6405148423398,"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"
